Order #,Time,Server,Item,Modifiers,Price,Qty,Tax,Total,Payment Type,Parsed Time,Hour,Cluster
10,"5/4/25, 9:19 AM","(5/4/25, 8:26 AM - 8:27 AM)",Matcha,"Iced, Almond Milk, Double Matcha",7.5,1,7.5,0.73,Visa 1964,2025-05-04 09:19:00,9,4
11,"5/4/25, 9:34 AM","(5/4/25, 8:26 AM - 8:27 AM)",Doppio,Iced,3.5,1,3.5,0.34,Visa 6852,2025-05-04 09:34:00,9,1
11,"5/4/25, 9:34 AM","(5/4/25, 8:26 AM - 8:27 AM)",El Toro Rojo,No Aioli,11.0,1,11.0,1.07,Visa 6852,2025-05-04 09:34:00,9,2
12,"5/4/25, 9:36 AM","(5/4/25, 8:26 AM - 8:27 AM)",Latte,"Iced, Darkaide",5.0,1,5.0,0.49,Visa 5632,2025-05-04 09:36:00,9,4
12,"5/4/25, 9:36 AM","(5/4/25, 8:26 AM - 8:27 AM)",Latte,"Iced, Darkaide, Almond Milk",5.75,1,5.75,0.56,Visa 5632,2025-05-04 09:36:00,9,4
12,"5/4/25, 9:36 AM","(5/4/25, 8:26 AM - 8:27 AM)",Bagel,"1 Bagel, Plain, Garlic Herb CC",4.25,1,4.25,0.41,Visa 5632,2025-05-04 09:36:00,9,1
13,"5/4/25, 9:37 AM","(5/4/25, 8:26 AM - 8:27 AM)",Cold Brew,"Iced, Spl Whole",5.5,1,5.5,0.54,Discover 2537,2025-05-04 09:37:00,9,4
14,"5/4/25, 9:41 AM","(5/4/25, 8:26 AM - 8:27 AM)",Cold Brew,"Iced, Cold foam, Straw Cf",6.5,1,6.5,0.63,Visa 5622,2025-05-04 09:41:00,9,4
15,"5/4/25, 10:03 AM","(5/4/25, 8:26 AM - 8:27 AM)",Bagel Combo,"_, Matcha, Cane Sugar, Asiago Bagel, Garlic Herb CC",8.5,1,8.5,0.83,Mastercard 9118,2025-05-04 10:03:00,10,2
16,"5/4/25, 10:05 AM","(5/4/25, 8:26 AM - 8:27 AM)",Bagel,"1 Bagel, Cinnamon Sugar, Maple CC",4.25,1,4.25,0.41,Amex 9807,2025-05-04 10:05:00,10,1
17,"5/4/25, 10:06 AM","(5/4/25, 8:26 AM - 8:27 AM)",Kodiak Catch,With Regular Cream Cheese,12.0,1,12.0,1.17,Visa 1964,2025-05-04 10:06:00,10,2
18,"5/4/25, 10:07 AM","(5/4/25, 8:26 AM - 8:27 AM)",Bagel Combo,"_, Everything Bagel, Plain CC, Matcha, Vanilla, Strawberry, Iced",9.5,1,9.5,0.93,Mastercard 6605,2025-05-04 10:07:00,10,2
19,"5/4/25, 10:08 AM","(5/4/25, 8:26 AM - 8:27 AM)",Kodiak Catch,Everthing,12.0,1,12.0,1.17,Visa 6608,2025-05-04 10:08:00,10,2
19,"5/4/25, 10:08 AM","(5/4/25, 8:26 AM - 8:27 AM)",Bagel,"1 Bagel, Plain, Plain CC",4.0,1,4.0,0.39,Visa 6608,2025-05-04 10:08:00,10,1
20,"5/4/25, 10:10 AM","(5/4/25, 8:26 AM - 8:27 AM)",Iced Shaken Espresso,"Iced, Brown Sugar Cinnamon, Spl Almond",5.0,1,5.0,0.49,Mastercard 4182,2025-05-04 10:10:00,10,4
21,"5/4/25, 10:12 AM","(5/4/25, 8:26 AM - 8:27 AM)",Bagel Combo,"_, Cin Sug. Bagel, Blueberry CC, Latte, Hot",8.0,1,8.0,0.78,Visa 9102,2025-05-04 10:12:00,10,2
22,"5/4/25, 10:14 AM","(5/4/25, 8:26 AM - 8:27 AM)",Bagel Combo,"_, Everything Bagel, Diablo CC, Latte, Cold Foam, Van Cf, Lucky Irish, Iced, Oat Milk",10.25,1,10.25,1.0,Visa 9548,2025-05-04 10:14:00,10,2
23,"5/4/25, 10:16 AM","(5/4/25, 8:26 AM - 8:27 AM)",Matcha,"Iced, Chocolate Milano, Light Ice, Shot Ots, Extra Shot",7.0,1,7.0,0.68,Visa 8101,2025-05-04 10:16:00,10,4
24,"5/4/25, 10:23 AM",,Latte,"Iced, Almond Milk",5.75,1,5.75,0.56,Amex 8252,2025-05-04 10:23:00,10,4
27,"5/4/25, 10:29 AM","(5/4/25, 8:26 AM - 8:27 AM)",Latte,"Oat Milk, Hot",5.75,1,5.75,0.56,Visa 4638,2025-05-04 10:29:00,10,4
27,"5/4/25, 10:29 AM","(5/4/25, 8:26 AM - 8:27 AM)",Latte,"Hot, Vanilla",5.5,1,5.5,0.54,Visa 4638,2025-05-04 10:29:00,10,4
28,"5/4/25, 10:36 AM","(5/4/25, 8:26 AM - 8:27 AM)",Latte,"Iced, Brown Sugar Cinnamon, 1/2 Sweet",5.5,1,5.5,0.54,Visa 6492,2025-05-04 10:36:00,10,4
29,"5/4/25, 10:42 AM","(5/4/25, 8:26 AM - 8:27 AM)",Bagel Combo,"_, Everything Bagel, Plain CC, Latte, Hot, Oat Milk, Honey",8.75,1,8.75,0.85,Visa 5695,2025-05-04 10:42:00,10,2
33,"5/4/25, 10:45 AM","(5/4/25, 8:26 AM - 8:27 AM)",Bagel Combo,"_, Plain Bagel, Garlic Herb CC, Cold Brew, Cold Foam, Van Foam",9.0,1,9.0,0.88,Visa 3357,2025-05-04 10:45:00,10,2
34,"5/4/25, 10:46 AM","(5/4/25, 8:26 AM - 8:27 AM)",Matcha,"Iced, Strawberry, Cold foam, Strawberry Foam Too",7.0,1,7.0,0.68,Visa 3439,2025-05-04 10:46:00,10,4
35,"5/4/25, 10:47 AM","(5/4/25, 8:26 AM - 8:27 AM)",Matcha,"Iced, Almond Milk, Cane Sugar",6.25,1,6.25,0.61,Visa 1674,2025-05-04 10:47:00,10,4
36,"5/4/25, 10:50 AM","(5/4/25, 8:26 AM - 8:27 AM)",Matcha,"Iced, Strawberry, Cold foam, Van Foam",7.0,1,7.0,0.68,Mastercard 5000,2025-05-04 10:50:00,10,4
37,"5/4/25, 10:52 AM","(5/4/25, 8:26 AM - 8:27 AM)",Bagel Combo,"_, Plain Bagel, Plain CC, Cold Brew, Dark Side",8.0,1,8.0,0.78,Visa 4411,2025-05-04 10:52:00,10,2
37,"5/4/25, 10:52 AM","(5/4/25, 8:26 AM - 8:27 AM)",Bagel Combo,"_, Sesame Bagel, Diablo CC, Latte, Oat Milk, Light Side",9.25,1,9.25,0.9,Visa 4411,2025-05-04 10:52:00,10,2
39,"5/4/25, 10:54 AM","(5/4/25, 8:26 AM - 8:27 AM)",Bagel Combo,"_, Everything Bagel, Plain CC, Latte, Chocolate Milano, Marshmallow, No Ice",9.0,1,9.0,0.88,Visa 4770,2025-05-04 10:54:00,10,2
39,"5/4/25, 10:54 AM","(5/4/25, 8:26 AM - 8:27 AM)",Bagel Combo,"_, Everything Bagel, Garlic Herb CC, Matcha, Strawberry, Light Ice",9.0,1,9.0,0.88,Visa 4770,2025-05-04 10:54:00,10,2
42,"5/4/25, 11:00 AM","(5/4/25, 8:26 AM - 8:27 AM)",Bagel Combo,"_, Everything Bagel, Diablo CC, Americano, Iced",8.0,1,8.0,0.78,Visa 8257,2025-05-04 11:00:00,11,2
43,"5/4/25, 11:02 AM","(5/4/25, 8:26 AM - 8:27 AM)",Bagel Combo,"_, Everything Bagel, Garlic Herb CC, Latte, Hazelnut",8.5,1,8.5,0.83,Amex 1022,2025-05-04 11:02:00,11,2
45,"5/4/25, 11:04 AM","(5/4/25, 8:26 AM - 8:27 AM)",The Light Side,"Iced, Latte, Oat Milk",6.25,1,6.25,0.61,Visa 8390,2025-05-04 11:04:00,11,4
45,"5/4/25, 11:04 AM","(5/4/25, 8:26 AM - 8:27 AM)",Bagel,"1 Bagel, Everything, Plain CC",4.0,1,4.0,0.39,Visa 8390,2025-05-04 11:04:00,11,1
46,"5/4/25, 11:05 AM","(5/4/25, 8:26 AM - 8:27 AM)",Snickerdoodle,"Iced, Latte",6.5,1,6.5,0.63,Visa 8025,2025-05-04 11:05:00,11,4
47,"5/4/25, 11:07 AM","(5/4/25, 8:26 AM - 8:27 AM)",Latte,"Iced, Vanilla, Almond Milk, 1/2 Sweet",6.25,1,6.25,0.61,Amex 0618,2025-05-04 11:07:00,11,4
47,"5/4/25, 11:07 AM","(5/4/25, 8:26 AM - 8:27 AM)",$0.00,Not So Aburrito,10.0,1,10.0,0.98,Amex 0618,2025-05-04 11:07:00,11,2
48,"5/4/25, 11:09 AM","(5/4/25, 8:26 AM - 8:27 AM)",Bagel Combo,"_, Chai, Everything Bagel, Diablo CC",8.5,1,8.5,0.83,Visa 8069,2025-05-04 11:09:00,11,2
49,"5/4/25, 11:10 AM","(5/4/25, 8:26 AM - 8:27 AM)",Not So Aburrito,No Avocado Cream,10.0,1,10.0,0.98,Mastercard 0920,2025-05-04 11:10:00,11,2
51,"5/4/25, 11:13 AM","(5/4/25, 8:26 AM - 8:27 AM)",Bagel Combo,"_, Asiago Bagel, Garlic Herb CC, Latte, Vanilla, Oat Milk, Cold Foam, Van Foam Too",10.25,1,10.25,1.0,Mastercard 1612,2025-05-04 11:13:00,11,2
52,"5/4/25, 11:15 AM","(5/4/25, 8:26 AM - 8:27 AM)",Latte,"Iced, Cold foam, Van Foam, Vanilla, Oat Milk",7.25,1,7.25,0.71,Visa 7157,2025-05-04 11:15:00,11,4
52,"5/4/25, 11:15 AM","(5/4/25, 8:26 AM - 8:27 AM)",$0.00,Not So Aburrito,10.0,1,10.0,0.98,Visa 7157,2025-05-04 11:15:00,11,2
53,"5/4/25, 11:16 AM","(5/4/25, 8:26 AM - 8:27 AM)",Bagel Combo,"_, Poppy Bagel, Diablo CC, Matcha, Hazelnut, Half Sweet",9.0,1,9.0,0.88,Discover 0769,2025-05-04 11:16:00,11,2
54,"5/4/25, 11:17 AM","(5/4/25, 8:26 AM - 8:27 AM)",Bagel Combo,"_, Everything Bagel, Garlic Herb CC, Latte, BSC",8.5,1,8.5,0.83,Visa 0501,2025-05-04 11:17:00,11,2
55,"5/4/25, 11:19 AM","(5/4/25, 8:26 AM - 8:27 AM)",Bagel,"1 Bagel, Plain, Blueberry CC",4.25,1,4.25,0.41,Visa 7584,2025-05-04 11:19:00,11,1
56,"5/4/25, 11:20 AM","(5/4/25, 8:26 AM - 8:27 AM)",Matcha,"Iced, Oat Milk",6.25,1,6.25,0.61,Visa 4546,2025-05-04 11:20:00,11,4
57,"5/4/25, 11:21 AM","(5/4/25, 8:26 AM - 8:27 AM)",Latte,"Iced, Vanilla, Oat Milk",6.25,1,6.25,0.61,Visa 1012,2025-05-04 11:21:00,11,4
57,"5/4/25, 11:21 AM","(5/4/25, 8:26 AM - 8:27 AM)",$0.00,Not So Aburrito,10.0,1,10.0,0.98,Visa 1012,2025-05-04 11:21:00,11,2
58,"5/4/25, 11:23 AM","(5/4/25, 8:26 AM - 8:27 AM)",Cold Brew,"Iced, Spl Almond, Honey, Cinnamon Powder",5.5,1,5.5,0.54,Visa 3976,2025-05-04 11:23:00,11,4
60,"5/4/25, 11:24 AM","(5/4/25, 8:26 AM - 8:27 AM)",Bagel Combo,"_, Asiago Bagel, Garlic Herb CC, Latte, BSC, Cold Foam, Snickerdoodle",9.5,1,9.5,0.93,Mastercard 9368,2025-05-04 11:24:00,11,2
61,"5/4/25, 11:25 AM","(5/4/25, 8:26 AM - 8:27 AM)",Snickerdoodle,"Iced, Latte, Oat Milk",7.25,1,7.25,0.71,Visa 2335,2025-05-04 11:25:00,11,4
62,"5/4/25, 11:27 AM","(5/4/25, 8:26 AM - 8:27 AM)",Bagel Combo,"_, Latte, Plain Bagel, Blueberry CC, Chocolate Milano, Hot",8.5,1,8.5,0.83,Mastercard 5430,2025-05-04 11:27:00,11,2
63,"5/4/25, 11:29 AM","(5/4/25, 8:26 AM - 8:27 AM)",Bagel Combo,"_, Everything Bagel, Plain CC, Latte, Hazelnut, Hot",8.5,1,8.5,0.83,Mastercard 7167,2025-05-04 11:29:00,11,2
65,"5/4/25, 11:30 AM","(5/4/25, 8:26 AM - 8:27 AM)",Matcha,"Iced, Vanilla",6.0,1,6.0,0.58,Mastercard 5492,2025-05-04 11:30:00,11,4
66,"5/4/25, 11:35 AM","(5/4/25, 8:26 AM - 8:27 AM)",Bagel Combo,"_, Sesame Bagel, Garlic Herb CC, Latte",8.0,1,8.0,0.78,Visa 5085,2025-05-04 11:35:00,11,2
66,"5/4/25, 11:35 AM","(5/4/25, 8:26 AM - 8:27 AM)",Matcha,Iced,5.5,1,5.5,0.54,Visa 5085,2025-05-04 11:35:00,11,4
66,"5/4/25, 11:35 AM","(5/4/25, 8:26 AM - 8:27 AM)",$0.00,El Toro Rojo,11.0,1,11.0,1.07,Visa 5085,2025-05-04 11:35:00,11,2
67,"5/4/25, 11:37 AM","(5/4/25, 8:26 AM - 8:27 AM)",Bagel Combo,"_, Asiago Bagel, Diablo CC, Matcha",8.5,1,8.5,0.83,Mastercard 0250,2025-05-04 11:37:00,11,2
68,"5/4/25, 11:38 AM","(5/4/25, 8:26 AM - 8:27 AM)",S'mores,"Iced, Latte",6.5,1,6.5,0.63,Visa 7031,2025-05-04 11:38:00,11,4
68,"5/4/25, 11:38 AM","(5/4/25, 8:26 AM - 8:27 AM)",$0.00,Not So Aburrito,10.0,1,10.0,0.98,Visa 7031,2025-05-04 11:38:00,11,2
70,"5/4/25, 11:40 AM","(5/4/25, 8:26 AM - 8:27 AM)",Iced Shaken Espresso,"Iced, Spl Almond, Cold foam, Bsc Cf",5.5,1,5.5,0.54,Visa 6961,2025-05-04 11:40:00,11,4
70,"5/4/25, 11:40 AM","(5/4/25, 8:26 AM - 8:27 AM)",Iced Shaken Espresso,"Iced, Spl Almond, Cold foam, Bsc Cf",5.5,1,5.5,0.54,Visa 6961,2025-05-04 11:40:00,11,4
71,"5/4/25, 11:42 AM","(5/4/25, 8:26 AM - 8:27 AM)",Bagel Combo,"_, Plain Bagel, Garlic Herb CC, Latte, Almond Milk, Iced",8.75,1,8.75,0.85,Visa 8964,2025-05-04 11:42:00,11,2
73,"5/4/25, 11:43 AM","(5/4/25, 8:26 AM - 8:27 AM)",Eclipse,"Iced, Latte, Light Ice",6.5,1,6.5,0.63,Mastercard 9340,2025-05-04 11:43:00,11,4
75,"5/4/25, 11:45 AM","(5/4/25, 8:26 AM - 8:27 AM)",Latte,Hot,5.0,1,5.0,0.49,Visa 8367,2025-05-04 11:45:00,11,4
75,"5/4/25, 11:45 AM","(5/4/25, 8:26 AM - 8:27 AM)",$0.00,El Toro Rojo,11.0,1,11.0,1.07,Visa 8367,2025-05-04 11:45:00,11,2
107,"5/4/25, 12:27 PM","(5/4/25, 8:26 AM - 8:27 AM)",Doppio,Iced,3.5,1,3.5,0.34,Visa 6852,2025-05-04 12:27:00,12,1
109,"5/4/25, 12:31 PM","(5/4/25, 8:26 AM - 8:27 AM)",Mocha Hazelnut,"Iced, Latte",6.5,1,6.5,0.63,Discover 6416,2025-05-04 12:31:00,12,5
110,"5/4/25, 12:32 PM","(5/4/25, 8:26 AM - 8:27 AM)",Eclipse,"Iced, Latte",6.5,1,6.5,0.63,Mastercard 5892,2025-05-04 12:32:00,12,5
111,"5/4/25, 12:33 PM","(5/4/25, 8:26 AM - 8:27 AM)",Latte,Iced,5.0,1,5.0,0.49,Mastercard 5264,2025-05-04 12:33:00,12,6
112,"5/4/25, 12:34 PM","(5/4/25, 8:26 AM - 8:27 AM)",Matcha,"Iced, Vanilla, Almond Milk",6.75,1,6.75,0.66,Mastercard 4888,2025-05-04 12:34:00,12,5
113,"5/4/25, 12:35 PM","(5/4/25, 8:26 AM - 8:27 AM)",Matcha,"Iced, Strawberry",6.0,1,6.0,0.58,Mastercard 9362,2025-05-04 12:35:00,12,5
113,"5/4/25, 12:35 PM","(5/4/25, 8:26 AM - 8:27 AM)",Latte,"Iced, Vanilla",5.5,1,5.5,0.54,Mastercard 9362,2025-05-04 12:35:00,12,6
114,"5/4/25, 12:35 PM","(5/4/25, 8:26 AM - 8:27 AM)",Latte,"Iced, Vanilla",5.5,1,5.5,0.54,Visa 4876,2025-05-04 12:35:00,12,6
116,"5/4/25, 12:41 PM","(5/4/25, 8:26 AM - 8:27 AM)",Latte,"Iced, Oat Milk, Extra Ice",5.75,1,5.75,0.56,Amex 1025,2025-05-04 12:41:00,12,6
116,"5/4/25, 12:41 PM","(5/4/25, 8:26 AM - 8:27 AM)",$0.00,Side Plain Cc,0.5,1,0.5,0.05,Amex 1025,2025-05-04 12:41:00,12,1
117,"5/4/25, 12:44 PM","(5/4/25, 8:26 AM - 8:27 AM)",Bagel Combo,"_, Asiago Bagel, Garlic Herb CC, Shaken Espresso, Cold Foam, BSC, Van Cf, Splash Whole",9.5,1,9.5,0.93,Visa 6723,2025-05-04 12:44:00,12,0
118,"5/4/25, 12:45 PM","(5/4/25, 8:26 AM - 8:27 AM)",Americano,Iced,4.5,1,4.5,0.44,Visa 5710,2025-05-04 12:45:00,12,5
119,"5/4/25, 12:50 PM","(5/4/25, 8:26 AM - 8:27 AM)",Bagel Combo,"_, Everything Bagel, Garlic Herb CC, Latte, Oat Milk, BSC, Cold Foam",10.25,1,10.25,1.0,Visa 8454,2025-05-04 12:50:00,12,0
120,"5/4/25, 12:51 PM","(5/4/25, 8:26 AM - 8:27 AM)",Latte,"Hot, Oat Milk",5.75,1,5.75,0.56,Visa 0892,2025-05-04 12:51:00,12,6
121,"5/4/25, 12:53 PM","(5/4/25, 8:26 AM - 8:27 AM)",Latte,"Iced, Brown Sugar Cinnamon, Oat Milk",6.25,1,6.25,0.61,Visa 4779,2025-05-04 12:53:00,12,6
123,"5/4/25, 12:53 PM","(5/4/25, 8:26 AM - 8:27 AM)",Snickerdoodle,"Iced, Latte",6.5,1,6.5,0.63,Visa 4780,2025-05-04 12:53:00,12,5
124,"5/4/25, 12:54 PM","(5/4/25, 8:26 AM - 8:27 AM)",Snickerdoodle,"Iced, Latte, Oat Milk",7.25,1,7.25,0.71,Visa 3730,2025-05-04 12:54:00,12,5
124,"5/4/25, 12:54 PM","(5/4/25, 8:26 AM - 8:27 AM)",$0.00,El Toro Rojo,11.0,1,11.0,1.07,Visa 3730,2025-05-04 12:54:00,12,0
126,"5/4/25, 12:56 PM","(5/4/25, 8:26 AM - 8:27 AM)",Bagel Combo,"_, Plain Bagel, Plain CC, Latte, Vanilla, Extra Sweet",8.5,1,8.5,0.83,Visa 9485,2025-05-04 12:56:00,12,0
129,"5/4/25, 1:01 PM","(5/4/25, 8:26 AM - 8:27 AM)",Latte,Iced,5.0,1,5.0,0.49,Mastercard 2687,2025-05-04 13:01:00,13,6
131,"5/4/25, 1:04 PM",,Latte,"Iced, Caramel",5.5,1,5.5,0.54,Visa 0787,2025-05-04 13:04:00,13,6
135,"5/4/25, 1:06 PM","(5/4/25, 8:26 AM - 8:27 AM)",Latte,"Iced, Oat Milk, Honey",5.75,1,5.75,0.56,Discover 3754,2025-05-04 13:06:00,13,6
137,"5/4/25, 1:07 PM","(5/4/25, 8:26 AM - 8:27 AM)",Latte,"Iced, Oat Milk",5.75,1,5.75,0.56,Visa 4872,2025-05-04 13:07:00,13,6
139,"5/4/25, 1:09 PM","(5/4/25, 8:26 AM - 8:27 AM)",Iced Shaken Espresso,"Iced, Spl Almond, Cold foam, Bsc Foam",5.5,1,5.5,0.54,Amex 1212,2025-05-04 13:09:00,13,5
140,"5/4/25, 1:11 PM","(5/4/25, 8:26 AM - 8:27 AM)",Latte,"Iced, Light Ice, Hazelnut",5.5,1,5.5,0.54,Visa 1373,2025-05-04 13:11:00,13,6
140,"5/4/25, 1:11 PM","(5/4/25, 8:26 AM - 8:27 AM)",El Toro Rojo,GF Bun,11.0,1,11.0,1.07,Visa 1373,2025-05-04 13:11:00,13,0
141,"5/4/25, 1:12 PM","(5/4/25, 8:26 AM - 8:27 AM)",Matcha,"Iced, Cane",5.5,1,5.5,0.54,Discover 2750,2025-05-04 13:12:00,13,5
141,"5/4/25, 1:12 PM","(5/4/25, 8:26 AM - 8:27 AM)",$0.00,BBLT,11.5,1,11.5,1.12,Discover 2750,2025-05-04 13:12:00,13,0
142,"5/4/25, 1:14 PM","(5/4/25, 8:26 AM - 8:27 AM)",Snickerdoodle,"Iced, Latte",6.5,1,6.5,0.63,Visa 5664,2025-05-04 13:14:00,13,5
143,"5/4/25, 1:15 PM","(5/4/25, 8:26 AM - 8:27 AM)",The Dark Side,"Iced, Latte",5.5,1,5.5,0.54,Mastercard 7809,2025-05-04 13:15:00,13,5
144,"5/4/25, 1:16 PM","(5/4/25, 8:26 AM - 8:27 AM)",Eclipse,"Iced, Latte, Chcolate Cf",6.5,1,6.5,0.63,Visa 9870,2025-05-04 13:16:00,13,5
145,"5/4/25, 1:19 PM","(5/4/25, 8:26 AM - 8:27 AM)",Matcha,"Iced, Raspberry",6.0,1,6.0,0.58,Discover 5515,2025-05-04 13:19:00,13,5
146,"5/4/25, 1:21 PM","(5/4/25, 8:26 AM - 8:27 AM)",Latte,"Iced, Vanilla, Oat Milk",6.25,1,6.25,0.61,Visa 1124,2025-05-04 13:21:00,13,6
147,"5/4/25, 1:22 PM","(5/4/25, 8:26 AM - 8:27 AM)",Mocha,Iced,5.5,1,5.5,0.54,Visa 3248,2025-05-04 13:22:00,13,5
148,"5/4/25, 1:23 PM","(5/4/25, 8:26 AM - 8:27 AM)",Latte,"Iced, Oat Milk, Brown Sugar Cinnamon",6.25,1,6.25,0.61,Mastercard 4400,2025-05-04 13:23:00,13,6
149,"5/4/25, 1:24 PM","(5/4/25, 8:26 AM - 8:27 AM)",Latte,"Iced, Brown Sugar Cinnamon, Almond Milk, Cold foam, Van Cf",7.25,1,7.25,0.71,Discover 7361,2025-05-04 13:24:00,13,6
151,"5/4/25, 1:26 PM","(5/4/25, 8:26 AM - 8:27 AM)",Kodiak Catch,Sourdough,12.0,1,12.0,1.17,Discover 2517,2025-05-04 13:26:00,13,0
151,"5/4/25, 1:26 PM","(5/4/25, 8:26 AM - 8:27 AM)",The Dark Side,"Iced, Latte",5.5,1,5.5,0.54,Discover 2517,2025-05-04 13:26:00,13,5
152,"5/4/25, 1:28 PM","(5/4/25, 8:26 AM - 8:27 AM)",Snickerdoodle,"Iced, Latte",6.5,1,6.5,0.63,Visa 8228,2025-05-04 13:28:00,13,5
153,"5/4/25, 1:30 PM","(5/4/25, 8:26 AM - 8:27 AM)",Latte,"Iced, Almond Milk, Extra Shot",6.75,1,6.75,0.66,Mastercard 6880,2025-05-04 13:30:00,13,6
155,"5/4/25, 1:33 PM","(5/4/25, 8:26 AM - 8:27 AM)",Matcha,"Iced, Strawberry, Cold foam",7.0,1,7.0,0.68,Mastercard 0490,2025-05-04 13:33:00,13,5
156,"5/4/25, 1:39 PM","(5/4/25, 8:26 AM - 8:27 AM)",S'mores,"Iced, Latte",6.5,1,6.5,0.63,Mastercard 7209,2025-05-04 13:39:00,13,5
159,"5/4/25, 1:40 PM",,El Toro Rojo,Tortilla,11.0,1,11.0,1.07,Mastercard 6880,2025-05-04 13:40:00,13,0
161,"5/4/25, 1:44 PM","(5/4/25, 8:26 AM - 8:27 AM)",Latte,"Iced, Almond Milk, Honey",5.75,1,2.87,0.28,Mastercard 3951,2025-05-04 13:44:00,13,6
162,"5/4/25, 1:46 PM","(5/4/25, 8:26 AM - 8:27 AM)",Latte,"Iced, Vanilla, Oat Milk, Cold foam, Van Foam Toi",7.25,1,7.25,0.71,Mastercard 1575,2025-05-04 13:46:00,13,6
162,"5/4/25, 1:46 PM","(5/4/25, 8:26 AM - 8:27 AM)",El Toro Rojo,On Sourdough,11.0,1,11.0,1.07,Mastercard 1575,2025-05-04 13:46:00,13,0
163,"5/4/25, 1:49 PM",,Matcha,"Iced, Strawberry, Almond Milk",6.75,1,6.75,0.66,Amex 2036,2025-05-04 13:49:00,13,5
165,"5/4/25, 1:50 PM","(5/4/25, 8:26 AM - 8:27 AM)",Latte,"Iced, Vanilla",5.5,1,5.5,0.54,Visa 2948,2025-05-04 13:50:00,13,6
166,"5/4/25, 1:51 PM","(5/4/25, 8:26 AM - 8:27 AM)",Matcha,"Iced, Strawberry",6.0,1,6.0,0.58,Visa 6253,2025-05-04 13:51:00,13,5
166,"5/4/25, 1:51 PM","(5/4/25, 8:26 AM - 8:27 AM)",$0.00,Not So Aburrito,10.0,1,10.0,0.98,Visa 6253,2025-05-04 13:51:00,13,0
167,"5/4/25, 1:54 PM","(5/4/25, 8:26 AM - 8:27 AM)",Matcha,"Iced, Oat Milk, Honey, Personal Cup",6.25,1,6.25,0.61,Visa 3592,2025-05-04 13:54:00,13,5
167,"5/4/25, 1:54 PM","(5/4/25, 8:26 AM - 8:27 AM)",Latte,Iced,5.0,1,5.0,0.49,Visa 3592,2025-05-04 13:54:00,13,6
169,"5/4/25, 1:55 PM","(5/4/25, 8:26 AM - 8:27 AM)",Latte,"Iced, Almond Milk",5.75,1,5.75,0.56,Visa 7128,2025-05-04 13:55:00,13,6
170,"5/4/25, 1:57 PM",,Cold Brew,Iced,5.5,1,5.5,0.54,Visa 9915,2025-05-04 13:57:00,13,5
173,"5/4/25, 2:12 PM","(5/4/25, 8:26 AM - 8:27 AM)",Latte,"Iced, Almond Milk",5.75,1,5.75,0.56,Visa 7939,2025-05-04 14:12:00,14,6
177,"5/4/25, 2:31 PM",,Americano,Iced,4.5,1,4.5,0.44,Mastercard 3487,2025-05-04 14:31:00,14,5
178,"5/4/25, 2:35 PM","(5/4/25, 8:26 AM - 8:27 AM)",Americano,Iced,4.5,1,4.5,0.44,Visa 2388,2025-05-04 14:35:00,14,5
180,"5/4/25, 2:51 PM","(5/4/25, 8:26 AM - 8:27 AM)",Cold Brew,"Iced, Vanilla, Spl Whole",6.0,1,6.0,0.58,Visa 0614,2025-05-04 14:51:00,14,5
180,"5/4/25, 2:51 PM","(5/4/25, 8:26 AM - 8:27 AM)",$0.00,Pastrami Mami,11.5,1,11.5,1.12,Visa 0614,2025-05-04 14:51:00,14,0
181,"5/4/25, 2:58 PM",,Mocha,"Iced, Extra Shot",6.5,1,6.5,0.63,Visa 5805,2025-05-04 14:58:00,14,5
182,"5/4/25, 3:00 PM","(5/4/25, 8:26 AM - 8:27 AM)",The Dark Side,"Iced, Latte",5.5,1,5.5,0.54,Visa 1660,2025-05-04 15:00:00,15,5
2,"5/5/25, 8:33 AM","(5/5/25, 8:32 AM - 8:33 AM)",Matcha,"Iced, Oat Milk, Strawberry",6.75,1,6.75,0.66,Visa 5217,2025-05-05 08:33:00,8,4
2,"5/5/25, 8:33 AM","(5/5/25, 8:32 AM - 8:33 AM)",Bagel,"1 Bagel, Cinnamon Sugar, Blueberry CC",4.25,1,4.25,0.41,Visa 5217,2025-05-05 08:33:00,8,1
3,"5/5/25, 8:34 AM","(5/5/25, 8:32 AM - 8:33 AM)",Mocha Hazelnut,"Iced, Latte, Oat Milk, Extra Shot",8.25,1,8.25,0.8,Mastercard 7174,2025-05-05 08:34:00,8,2
4,"5/5/25, 8:39 AM","(5/5/25, 8:32 AM - 8:33 AM)",Latte,"Iced, Almond Milk",5.75,1,5.75,0.56,Visa 7307,2025-05-05 08:39:00,8,4
5,"5/5/25, 8:42 AM","(5/5/25, 8:32 AM - 8:33 AM)",Matcha,"Iced, Oat Milk, Cane",6.25,1,6.25,0.61,Visa 0333,2025-05-05 08:42:00,8,4
5,"5/5/25, 8:42 AM","(5/5/25, 8:32 AM - 8:33 AM)",Matcha,Iced,5.5,1,5.5,0.54,Visa 0333,2025-05-05 08:42:00,8,4
6,"5/5/25, 8:55 AM","(5/5/25, 8:32 AM - 8:33 AM)",El Toro Rojo,Everything Bagel,11.0,1,11.0,1.07,Amex 7951,2025-05-05 08:55:00,8,2
